ts,name,value,unit,mode,pid,bus
2026-07-21T22:41:28.115665627+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:28.158677604+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:28.195632968+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:28.244701813+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:29.136720927+00:00,engine_rpm,666.5,rpm,1,12,hs
2026-07-21T22:41:29.184667671+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:29.226690907+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:29.269660278+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:29.335633855+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:29.376649532+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:30.266650370+00:00,engine_rpm,675.5,rpm,1,12,hs
2026-07-21T22:41:30.318594455+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:30.383645379+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:30.426754700+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:30.516649354+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:30.560794791+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:41:31.437762248+00:00,engine_rpm,671.25,rpm,1,12,hs
2026-07-21T22:41:31.485754569+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:31.526720967+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:31.570782936+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:31.615892073+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:31.658759072+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:32.587780059+00:00,engine_rpm,670.75,rpm,1,12,hs
2026-07-21T22:41:32.626808516+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:32.674845697+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:32.717016089+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:32.759828901+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:32.806788945+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:41:33.696806197+00:00,engine_rpm,669.25,rpm,1,12,hs
2026-07-21T22:41:33.764793383+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:33.850880656+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:33.935774093+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:33.976869302+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:34.025858951+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:34.906827582+00:00,engine_rpm,672.75,rpm,1,12,hs
2026-07-21T22:41:35.039768257+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:35.076795756+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:35.124786854+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:35.165721905+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:35.210857064+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:36.097771377+00:00,engine_rpm,679.75,rpm,1,12,hs
2026-07-21T22:41:36.229833135+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:36.317738016+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:36.355707150+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:36.402765578+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:36.446749104+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:41:37.335823505+00:00,engine_rpm,679.5,rpm,1,12,hs
2026-07-21T22:41:37.383750922+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:37.426824404+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:37.558868402+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:37.596759693+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:37.644732483+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:38.549818190+00:00,engine_rpm,676.25,rpm,1,12,hs
2026-07-21T22:41:38.590766289+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:38.635770151+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:38.678602750+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:38.720683736+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:38.768006208+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:39.662772006+00:00,engine_rpm,674.5,rpm,1,12,hs
2026-07-21T22:41:39.739782041+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:39.777816990+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:39.825820145+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:39.866755696+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:39.913739008+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:40.804786679+00:00,engine_rpm,671.5,rpm,1,12,hs
2026-07-21T22:41:40.847777725+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:40.889758383+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:40.958763135+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:41.025749164+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:41.066772893+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:41:41.955841173+00:00,engine_rpm,675.75,rpm,1,12,hs
2026-07-21T22:41:42.002763755+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:42.047711912+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:42.180774134+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:42.215737010+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:42.265752135+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:41:43.147905865+00:00,engine_rpm,677.5,rpm,1,12,hs
2026-07-21T22:41:43.299813712+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:43.335725017+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:43.390710550+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:43.473828718+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:43.518001156+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:44.406707292+00:00,engine_rpm,680.75,rpm,1,12,hs
2026-07-21T22:41:44.455777068+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:44.495746831+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:44.645725031+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:44.687815067+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:44.730904622+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:45.617861606+00:00,engine_rpm,678.5,rpm,1,12,hs
2026-07-21T22:41:45.752824817+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:45.837758703+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:45.875727337+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:45.922736631+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:45.965802290+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:46.855757321+00:00,engine_rpm,670.75,rpm,1,12,hs
2026-07-21T22:41:46.899765923+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:46.935812126+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:46.985748690+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:47.027774157+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:47.070910437+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:47.955773538+00:00,engine_rpm,672.5,rpm,1,12,hs
2026-07-21T22:41:48.005907799+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:48.045822870+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:48.094912041+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:48.135879553+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:48.178724159+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:49.108798668+00:00,engine_rpm,671.5,rpm,1,12,hs
2026-07-21T22:41:49.144784929+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:49.194908804+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:49.237816026+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:49.280866160+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:49.327766675+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:50.215709838+00:00,engine_rpm,672.25,rpm,1,12,hs
2026-07-21T22:41:50.264818948+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:50.307709620+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:50.395803082+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:50.439715755+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:50.524897353+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:51.407751287+00:00,engine_rpm,671.75,rpm,1,12,hs
2026-07-21T22:41:51.567793766+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:51.607735814+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:51.653747310+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:51.695879495+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:51.738811800+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:52.597713142+00:00,engine_rpm,675.25,rpm,1,12,hs
2026-07-21T22:41:52.747789421+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:52.787850975+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:52.835900999+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:52.877713425+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:52.922836525+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:53.807931010+00:00,engine_rpm,681.25,rpm,1,12,hs
2026-07-21T22:41:53.939867943+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:54.028807915+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:54.065834379+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:54.113701780+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:54.155787958+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:55.037666163+00:00,engine_rpm,679,rpm,1,12,hs
2026-07-21T22:41:55.082768815+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:55.149797967+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:55.184781700+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:55.237789899+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:55.274760977+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:41:56.165772577+00:00,engine_rpm,675.5,rpm,1,12,hs
2026-07-21T22:41:56.212833895+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:56.254833408+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:56.299869724+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:56.345774163+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:56.385923388+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:57.271801059+00:00,engine_rpm,670.5,rpm,1,12,hs
2026-07-21T22:41:57.333731153+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:57.374818111+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:57.422743984+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:57.508757534+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:57.547747931+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:58.435745635+00:00,engine_rpm,684.5,rpm,1,12,hs
2026-07-21T22:41:58.485986898+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:58.527849553+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:58.573768682+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:58.615856445+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:58.659739378+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:41:59.545830217+00:00,engine_rpm,673.5,rpm,1,12,hs
2026-07-21T22:41:59.698864428+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:41:59.735952195+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:41:59.787799722+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:41:59.827780772+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:41:59.915743653+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:00.807782613+00:00,engine_rpm,677.25,rpm,1,12,hs
2026-07-21T22:42:00.940790274+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:01.027775228+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:01.067717102+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:01.112701988+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:01.157729796+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:02.045823940+00:00,engine_rpm,674.25,rpm,1,12,hs
2026-07-21T22:42:02.095804301+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:02.135886169+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:02.182743258+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:02.225737589+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:02.267847956+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:03.157720574+00:00,engine_rpm,674.75,rpm,1,12,hs
2026-07-21T22:42:03.202789558+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:03.269731680+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:03.307817152+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:03.354683272+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:03.394896190+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:04.285800760+00:00,engine_rpm,674.5,rpm,1,12,hs
2026-07-21T22:42:04.327722059+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:04.365723385+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:04.413755774+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:04.455740284+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:04.499800333+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:05.374833659+00:00,engine_rpm,673.25,rpm,1,12,hs
2026-07-21T22:42:05.574734860+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:05.698230830+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:05.734815311+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:05.783753102+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:05.825722876+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:06.702683844+00:00,engine_rpm,676.75,rpm,1,12,hs
2026-07-21T22:42:06.769732643+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:06.807768156+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:06.914752830+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:07.046746250+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:07.086741356+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:07.975869880+00:00,engine_rpm,675.5,rpm,1,12,hs
2026-07-21T22:42:08.024683208+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:08.065777975+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:08.109811286+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:08.155767084+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:08.199805325+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:09.235831952+00:00,engine_rpm,670.25,rpm,1,12,hs
2026-07-21T22:42:09.277779471+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:09.317728200+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:09.364723511+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:09.407718038+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:09.452695693+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:10.496936488+00:00,engine_rpm,669.75,rpm,1,12,hs
2026-07-21T22:42:10.538792538+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:10.577891263+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:10.623726271+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:10.664822310+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:10.709749760+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:11.568822092+00:00,engine_rpm,671.25,rpm,1,12,hs
2026-07-21T22:42:11.612795277+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:11.655810709+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:11.736744707+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:11.783705321+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:11.827890737+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:12.842773103+00:00,engine_rpm,677.75,rpm,1,12,hs
2026-07-21T22:42:12.928795113+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:12.964889059+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:13.013816449+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:13.056818676+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:13.186858169+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:14.066917695+00:00,engine_rpm,680.25,rpm,1,12,hs
2026-07-21T22:42:14.117796725+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:14.154756001+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:14.202827640+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:14.246748785+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:14.374750140+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:15.256860046+00:00,engine_rpm,680,rpm,1,12,hs
2026-07-21T22:42:15.306773720+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:15.347728261+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:15.396817630+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:15.434776268+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:15.479750978+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:16.336789577+00:00,engine_rpm,672.5,rpm,1,12,hs
2026-07-21T22:42:16.383772370+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:16.426741882+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:16.469811103+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:16.556716085+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:16.621889784+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:17.496777976+00:00,engine_rpm,677.25,rpm,1,12,hs
2026-07-21T22:42:17.548791051+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:17.584836190+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:17.632745217+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:17.674777538+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:17.718703626+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:18.648004838+00:00,engine_rpm,672.5,rpm,1,12,hs
2026-07-21T22:42:18.686702795+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:18.734806456+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:18.775773335+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:18.821786435+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:18.867703740+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:19.743790812+00:00,engine_rpm,676,rpm,1,12,hs
2026-07-21T22:42:19.794860056+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:19.892747884+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:19.981780915+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:20.067782773+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:20.108754178+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:20.996736954+00:00,engine_rpm,668.75,rpm,1,12,hs
2026-07-21T22:42:21.041735962+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:21.087800141+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:21.130904295+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:21.176813328+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:21.301936143+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:22.235010901+00:00,engine_rpm,672.75,rpm,1,12,hs
2026-07-21T22:42:22.276780295+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:22.323906674+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:22.364761326+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:22.408788084+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:22.444842386+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:23.342747706+00:00,engine_rpm,674,rpm,1,12,hs
2026-07-21T22:42:23.418740473+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:23.455769675+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:23.504764288+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:23.546859340+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:23.593694556+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:24.531811293+00:00,engine_rpm,672.25,rpm,1,12,hs
2026-07-21T22:42:24.616771568+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:24.654689182+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:24.702786078+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:24.744844202+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:24.793724526+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:25.674785317+00:00,engine_rpm,675.5,rpm,1,12,hs
2026-07-21T22:42:25.806783473+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:25.846773531+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:25.892726970+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:25.936832056+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:26.064852551+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:26.944708693+00:00,engine_rpm,675.25,rpm,1,12,hs
2026-07-21T22:42:26.996738448+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:27.034926593+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:27.082872969+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:27.125772229+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:27.167798653+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:28.098749670+00:00,engine_rpm,673.5,rpm,1,12,hs
2026-07-21T22:42:28.134776108+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:28.183804484+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:28.226764050+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:28.271868835+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:28.316738772+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:29.207917900+00:00,engine_rpm,669.75,rpm,1,12,hs
2026-07-21T22:42:29.296786238+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:29.338833606+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:29.374802747+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:29.423746588+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:29.464656530+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:30.356996670+00:00,engine_rpm,670,rpm,1,12,hs
2026-07-21T22:42:30.398756518+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:30.444795553+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:30.483849912+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:30.569801897+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:30.607711897+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:31.496739118+00:00,engine_rpm,674.5,rpm,1,12,hs
2026-07-21T22:42:31.541771156+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:31.587722934+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:31.625785784+00:00,intake_temp,43,C,1,15,hs
2026-07-21T22:42:31.664751101+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:31.712691925+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:32.603906134+00:00,engine_rpm,671.25,rpm,1,12,hs
2026-07-21T22:42:32.670056174+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:32.708706010+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:32.861790513+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:32.947831321+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:32.987898681+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:33.874914633+00:00,engine_rpm,679,rpm,1,12,hs
2026-07-21T22:42:33.923828669+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:33.967895109+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:34.008986978+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:34.044817660+00:00,throttle,12.549019607843137,%,1,17,hs
