ts,name,value,unit,mode,pid,bus
2026-07-21T22:42:34.097691559+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:34.984759589+00:00,engine_rpm,673,rpm,1,12,hs
2026-07-21T22:42:35.116849986+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:35.154960097+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:35.203752057+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:35.244906949+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:35.291901405+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:36.144808919+00:00,engine_rpm,675,rpm,1,12,hs
2026-07-21T22:42:36.196695445+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:36.234776059+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:36.281744012+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:36.324857660+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:36.366840074+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:37.243715927+00:00,engine_rpm,678.5,rpm,1,12,hs
2026-07-21T22:42:37.284765368+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:37.341764910+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:37.426928232+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:37.466853683+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:37.511762306+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:38.394854879+00:00,engine_rpm,676.5,rpm,1,12,hs
2026-07-21T22:42:38.441917836+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:38.527061620+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:38.565808860+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:38.616750065+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:38.654812672+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:39.532886555+00:00,engine_rpm,677.5,rpm,1,12,hs
2026-07-21T22:42:39.599872363+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:39.634956282+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:39.683857092+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:39.727903160+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:39.863837898+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:40.788006775+00:00,engine_rpm,676.5,rpm,1,12,hs
2026-07-21T22:42:40.824901518+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:40.872880718+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:40.914810556+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:40.961782107+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:41.047885165+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:41.914917182+00:00,engine_rpm,680.5,rpm,1,12,hs
2026-07-21T22:42:42.007902334+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:42.047890944+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:42.085039162+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:42.133838493+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:42.174689158+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:43.064738987+00:00,engine_rpm,677.5,rpm,1,12,hs
2026-07-21T22:42:43.111779536+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:43.154840379+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:43.196783353+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:43.234987469+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:43.282869431+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:44.154882164+00:00,engine_rpm,677.25,rpm,1,12,hs
2026-07-21T22:42:44.247646171+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:44.291743666+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:44.359816526+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:44.443763956+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:44.484759081+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:45.374724475+00:00,engine_rpm,677.25,rpm,1,12,hs
2026-07-21T22:42:45.422819985+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:45.465823615+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:45.512854876+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:45.556933167+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:45.691742227+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:46.544813496+00:00,engine_rpm,680.5,rpm,1,12,hs
2026-07-21T22:42:46.591713103+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:46.635766473+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:46.676763521+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:46.716672167+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:46.762782097+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:42:47.648878179+00:00,engine_rpm,678.25,rpm,1,12,hs
2026-07-21T22:42:47.686739605+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:47.736852735+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:47.774823835+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:47.823732735+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:47.864779341+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:48.742777541+00:00,engine_rpm,673,rpm,1,12,hs
2026-07-21T22:42:48.784777082+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:48.838806715+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:48.874775665+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:48.926821802+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:48.964773390+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:49.854716305+00:00,engine_rpm,676.5,rpm,1,12,hs
2026-07-21T22:42:49.898777970+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:49.934887066+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:49.986713192+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:50.024922872+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:50.072852830+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:50.944820704+00:00,engine_rpm,674.75,rpm,1,12,hs
2026-07-21T22:42:51.037782685+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:51.077786780+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:51.115772775+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:51.166662917+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:51.207908593+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:52.083848258+00:00,engine_rpm,668.75,rpm,1,12,hs
2026-07-21T22:42:52.135773583+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:52.184749448+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:52.252754206+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:52.338828089+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:52.375978261+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:53.265619990+00:00,engine_rpm,673.5,rpm,1,12,hs
2026-07-21T22:42:53.350824224+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:53.395864993+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:53.487909216+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:53.585899933+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:53.665737210+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:54.551895461+00:00,engine_rpm,671,rpm,1,12,hs
2026-07-21T22:42:54.596817490+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:54.636782775+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:54.676914492+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:54.725843150+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:54.767884181+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:42:55.635768730+00:00,engine_rpm,679.5,rpm,1,12,hs
2026-07-21T22:42:55.766789303+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:55.807632610+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:55.856721287+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:55.895848032+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:55.941704807+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:56.826871031+00:00,engine_rpm,682.25,rpm,1,12,hs
2026-07-21T22:42:56.958928094+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:56.994774995+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:57.043932643+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:57.085860559+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:57.222808258+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:58.075861624+00:00,engine_rpm,674.5,rpm,1,12,hs
2026-07-21T22:42:58.123954700+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:58.166806422+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:58.211870780+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:58.255986921+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:58.297859985+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:42:59.186853743+00:00,engine_rpm,675.75,rpm,1,12,hs
2026-07-21T22:42:59.336873823+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:42:59.375796758+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:42:59.422631605+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:42:59.465848002+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:42:59.514881307+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:43:00.396856232+00:00,engine_rpm,672,rpm,1,12,hs
2026-07-21T22:43:00.528972265+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:00.566920363+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:00.613940841+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:00.654868255+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:00.700783542+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:43:01.586947521+00:00,engine_rpm,672.5,rpm,1,12,hs
2026-07-21T22:43:01.718901414+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:01.755782432+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:01.805807223+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:01.844824067+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:01.890787285+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:43:02.775872930+00:00,engine_rpm,675.5,rpm,1,12,hs
2026-07-21T22:43:02.906854587+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:02.947880460+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:02.994586206+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:03.035873338+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:03.133919469+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:43:03.995843806+00:00,engine_rpm,680.5,rpm,1,12,hs
2026-07-21T22:43:04.043805945+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:04.085786389+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:04.165927766+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:04.215816600+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:04.254828056+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:43:05.146918172+00:00,engine_rpm,680,rpm,1,12,hs
2026-07-21T22:43:05.200833057+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:05.286877169+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:05.326797584+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:05.372888018+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:05.415867371+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:43:06.310848668+00:00,engine_rpm,673.75,rpm,1,12,hs
2026-07-21T22:43:06.395903744+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:06.526845701+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:06.571889173+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:06.698886541+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:06.741935858+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:43:07.620842514+00:00,engine_rpm,675.5,rpm,1,12,hs
2026-07-21T22:43:07.690831015+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:07.760975232+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:07.826947114+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:07.865772882+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:07.911864835+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:43:08.795858516+00:00,engine_rpm,671,rpm,1,12,hs
2026-07-21T22:43:08.927868673+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:08.966894923+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:09.012930434+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:09.055856143+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:09.155873580+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:43:10.035895627+00:00,engine_rpm,674.75,rpm,1,12,hs
2026-07-21T22:43:10.187004701+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:10.226799776+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:10.271858228+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:10.315886309+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:10.395872563+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:43:11.285920109+00:00,engine_rpm,676,rpm,1,12,hs
2026-07-21T22:43:11.331803883+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:11.377813845+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:11.416780149+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:11.483840517+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:11.525830278+00:00,engine_load,36.07843137254902,%,1,4,hs
2026-07-21T22:43:12.402891637+00:00,engine_rpm,679.25,rpm,1,12,hs
2026-07-21T22:43:12.497802037+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:12.535901013+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:12.582893829+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:12.625893518+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:12.672795118+00:00,engine_load,35.294117647058826,%,1,4,hs
2026-07-21T22:43:13.735955002+00:00,engine_rpm,679.25,rpm,1,12,hs
2026-07-21T22:43:13.775871659+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:13.820897853+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:13.865882810+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:13.910871883+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:13.955795679+00:00,engine_load,34.90196078431372,%,1,4,hs
2026-07-21T22:43:14.845840205+00:00,engine_rpm,673,rpm,1,12,hs
2026-07-21T22:43:14.890893399+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:14.935937318+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:14.977890218+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:15.015863020+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:15.063990380+00:00,engine_load,35.68627450980392,%,1,4,hs
2026-07-21T22:43:15.997982990+00:00,engine_rpm,676.75,rpm,1,12,hs
2026-07-21T22:43:16.034044468+00:00,vehicle_speed,0,km/h,1,13,hs
2026-07-21T22:43:16.082650805+00:00,coolant_temp,96,C,1,5,hs
2026-07-21T22:43:16.125592409+00:00,intake_temp,44,C,1,15,hs
2026-07-21T22:43:16.173619328+00:00,throttle,12.549019607843137,%,1,17,hs
2026-07-21T22:43:16.215778724+00:00,engine_load,34.90196078431372,%,1,4,hs
