737-01-01,****,****,**xx,VIN (first 5),,,,,,,,,,,,,,,,,,,,,
737-01-02,****,****,**xx,VIN (6-10),,,,,,,,,,,,,,,,,,,,,
737-01-03,****,****,**xx,VIN (11-15),,,,,,,,,,,,,,,,,,,,,
737-01-04,****,xx,,VIN (16-17),,,,,,,,,,,,,,,,,,,,,
,,,,0=TRDSS no & SRPSS no & SRDSS no & DSS no,,,,8=TRDSS yes & SRPSS no & SRDSS no & DSS no,,,,,,,,,,,,,,,,,
,,,,1=TRDSS no & SRPSS no & SRDSS no & DSS yes,,,,9=TRDSS yes & SRPSS no & SRDSS no & DSS yes,,,,,,,,,,,,,,,,,
,,,,2=TRDSS no & SRPSS no & SRDSS yes & DSS no,,,,A=TRDSS yes & SRPSS no & SRDSS yes & DSS no,,,,,,,,,,,,,,,,,
,,,,3=TRDSS no & SRPSS no & SRDSS yes & DSS yes,,,,B=TRDSS yes & SRPSS no & SRDSS yes & DSS yes,,,,,,,,,,,,,,,,,
,,,,4=TRDSS no & SRPSS yes & SRDSS no & DSS no,,,,C=TRDSS yes & SRPSS yes & SRDSS no & DSS no,,,,,,,,,,,,,,,,,
,,,,5=TRDSS no & SRPSS yes & SRDSS no & DSS yes,,,,D=TRDSS yes & SRPSS yes & SRDSS no & DSS yes,,,,,,,,,,,,,,,,,
,,,,6=TRDSS no & SRPSS yes & SRDSS yes & DSS no,,,,E=TRDSS yes & SRPSS yes & SRDSS yes & DSS no,,,,,,,,,,,,,,,,,
,,,,7=TRDSS no & SRPSS yes & SRDSS yes & DSS yes,,,,F=TRDSS yes & SRPSS yes & SRDSS yes & DSS yes,,,,,,,,,,,,,,,,,
737-02-01,xxxx,xxxx,x*xx,First Row Middle Seatbelt Sensor Present (FRMS) & UNUSED 4 (U4) & Passenger Side Curtain Airbag 3 Present (PSCA3) & Driver Side Curtain Airbag 3 Present (DSCA3),,,,,,,,,,,,,,,,,,,,,
,,,,0=FRMS no & U4 no & PSCA3 no & DSCA3 no,,,,8=FRMS yes & U4 no & PSCA3 no & DSCA3 no,,,,,,,,,,,,,,,,,
,,,,1=FRMS no & U4 no & PSCA3 no & DSCA3 yes,,,,9=FRMS yes & U4 no & PSCA3 no & DSCA3 yes,,,,,,,,,,,,,,,,,
,,,,2=FRMS no & U4 no & PSCA3 yes & DSCA3 no,,,,A=FRMS yes & U4 no & PSCA3 yes & DSCA3 no,,,,,,,,,,,,,,,,,
,,,,3=FRMS no & U4 no & PSCA3 yes & DSCA3 yes,,,,B=FRMS yes & U4 no & PSCA3 yes & DSCA3 yes,,,,,,,,,,,,,,,,,
,,,,4=FRMS no & U4 yes & PSCA3 no & DSCA3 no,,,,C=FRMS yes & U4 yes & PSCA3 no & DSCA3 no,,,,,,,,,,,,,,,,,
,,,,5=FRMS no & U4 yes & PSCA3 no & DSCA3 yes,,,,D=FRMS yes & U4 yes & PSCA3 no & DSCA3 yes,,,,,,,,,,,,,,,,,
,,,,6=FRMS no & U4 yes & PSCA3 yes & DSCA3 no,,,,E=FRMS yes & U4 yes & PSCA3 yes & DSCA3 no,,,,,,,,,,,,,,,,,
,,,,7=FRMS no & U4 yes & PSCA3 yes & DSCA3 yes,,,,F=FRMS yes & U4 yes & PSCA3 yes & DSCA3 yes,,,,,,,,,,,,,,,,,
737-02-02,*xxx,xxxx,,Fourth Row Passenger Side Satellite Sensor Present (FRPSS) & Fourth Row Driver Side Satellite Sensor Present (FRDSS) & Third Row Passenger Side Satellite Sensor Present (TRPSS) & Third Row Driver Side Satellite Sensor Present (TRDSS),,,,,,,,,,,,,,,,,,,,,
,,,,0=FRPSS no & FRDSS no & TRPSS no & TRDSS no,,,,8=FRPSS yes & FRDSS no & TRPSS no & TRDSS no,,,,,,,,,,,,,,,,,
,,,,1=FRPSS no & FRDSS no & TRPSS no & TRDSS yes,,,,9=FRPSS yes & FRDSS no & TRPSS no & TRDSS yes,,,,,,,,,,,,,,,,,
,,,,2=FRPSS no & FRDSS no & TRPSS yes & TRDSS no,,,,A=FRPSS yes & FRDSS no & TRPSS yes & TRDSS no,,,,,,,,,,,,,,,,,
,,,,3=FRPSS no & FRDSS no & TRPSS yes & TRDSS yes,,,,B=FRPSS yes & FRDSS no & TRPSS yes & TRDSS yes,,,,,,,,,,,,,,,,,
,,,,4=FRPSS no & FRDSS yes & TRPSS no & TRDSS no,,,,C=FRPSS yes & FRDSS yes & TRPSS no & TRDSS no,,,,,,,,,,,,,,,,,
,,,,5=FRPSS no & FRDSS yes & TRPSS no & TRDSS yes,,,,D=FRPSS yes & FRDSS yes & TRPSS no & TRDSS yes,,,,,,,,,,,,,,,,,
,,,,6=FRPSS no & FRDSS yes & TRPSS yes & TRDSS no,,,,E=FRPSS yes & FRDSS yes & TRPSS yes & TRDSS no,,,,,,,,,,,,,,,,,
,,,,7=FRPSS no & FRDSS yes & TRPSS yes & TRDSS yes,,,,F=FRPSS yes & FRDSS yes & TRPSS yes & TRDSS yes,,,,,,,,,,,,,,,,,
737-02-02,x*xx,xxxx,,Second Row Passenger Side Satellite Sensor Present (SRPSS) & Second Row Driver Side Satellite Sensor Present (SRDSS) & Third Row Passenger Side Seatbelt Sensor Present (TRPSS) & Third Row Middle Seatbelt Sensor Present (TRMSS),,,,,,,,,,,,,,,,,,,,,
,,,,0=SRPSS no & SRDSS no & TRPSS no & TRMSS no,,,,8=SRPSS yes & SRDSS no & TRPSS no & TRMSS no,,,,,,,,,,,,,,,,,
,,,,1=SRPSS no & SRDSS no & TRPSS no & TRMSS yes,,,,9=SRPSS yes & SRDSS no & TRPSS no & TRMSS yes,,,,,,,,,,,,,,,,,
,,,,2=SRPSS no & SRDSS no & TRPSS yes & TRMSS no,,,,A=SRPSS yes & SRDSS no & TRPSS yes & TRMSS no,,,,,,,,,,,,,,,,,
,,,,3=SRPSS no & SRDSS no & TRPSS yes & TRMSS yes,,,,B=SRPSS yes & SRDSS no & TRPSS yes & TRMSS yes,,,,,,,,,,,,,,,,,
,,,,4=SRPSS no & SRDSS yes & TRPSS no & TRMSS no,,,,C=SRPSS yes & SRDSS yes & TRPSS no & TRMSS no,,,,,,,,,,,,,,,,,
,,,,5=SRPSS no & SRDSS yes & TRPSS no & TRMSS yes,,,,D=SRPSS yes & SRDSS yes & TRPSS no & TRMSS yes,,,,,,,,,,,,,,,,,
,,,,6=SRPSS no & SRDSS yes & TRPSS yes & TRMSS no,,,,E=SRPSS yes & SRDSS yes & TRPSS yes & TRMSS no,,,,,,,,,,,,,,,,,
,,,,7=SRPSS no & SRDSS yes & TRPSS yes & TRMSS yes,,,,F=SRPSS yes & SRDSS yes & TRPSS yes & TRMSS yes,,,,,,,,,,,,,,,,,
737-02-02,xx*x,xxxx,,Second Row Driver Side Pretensioner Present (SRDSP) & First Row Passenger Side Satellite Sensor Present (FRPSS) & First Row Driver Side Satellite Sensor Present (FRDSS) & UNUSED 5 (U5),,,,,,,,,,,,,,,,,,,,,
,,,,0=SRDSP no & FRPSS no & FRDSS no & U5 no,,,,8=SRDSP yes & FRPSS no & FRDSS no & U5 no,,,,,,,,,,,,,,,,,
,,,,1=SRDSP no & FRPSS no & FRDSS no & U5 yes,,,,9=SRDSP yes & FRPSS no & FRDSS no & U5 yes,,,,,,,,,,,,,,,,,
,,,,2=SRDSP no & FRPSS no & FRDSS yes & U5 no,,,,A=SRDSP yes & FRPSS no & FRDSS yes & U5 no,,,,,,,,,,,,,,,,,
,,,,3=SRDSP no & FRPSS no & FRDSS yes & U5 yes,,,,B=SRDSP yes & FRPSS no & FRDSS yes & U5 yes,,,,,,,,,,,,,,,,,
,,,,4=SRDSP no & FRPSS yes & FRDSS no & U5 no,,,,C=SRDSP yes & FRPSS yes & FRDSS no & U5 no,,,,,,,,,,,,,,,,,
,,,,5=SRDSP no & FRPSS yes & FRDSS no & U5 yes,,,,D=SRDSP yes & FRPSS yes & FRDSS no & U5 yes,,,,,,,,,,,,,,,,,
,,,,6=SRDSP no & FRPSS yes & FRDSS yes & U5 no,,,,E=SRDSP yes & FRPSS yes & FRDSS yes & U5 no,,,,,,,,,,,,,,,,,
,,,,7=SRDSP no & FRPSS yes & FRDSS yes & U5 yes,,,,F=SRDSP yes & FRPSS yes & FRDSS yes & U5 yes,,,,,,,,,,,,,,,,,
737-02-02,xxx*,xxxx,,Passenger Seat Mat Present (PSM) & Steering Wheel Location (SWL) & Front Driver and Passenger Satellite Sensor Present (FDPSS) & Front Driver/Center Satellite Sensor Present (FDCSS),,,,,,,,,,,,,,,,,,,,,
,,,,0=PSM no & SWL Right Hand Drive & FDPSS no & FDCSS no,,,,8=PSM yes & SWL Right Hand Drive & FDPSS no & FDCSS no,,,,,,,,,,,,,,,,,
,,,,1=PSM no & SWL Right Hand Drive & FDPSS no & FDCSS yes,,,,9=PSM yes & SWL Right Hand Drive & FDPSS no & FDCSS yes,,,,,,,,,,,,,,,,,
,,,,2=PSM no & SWL Right Hand Drive & FDPSS yes & FDCSS no,,,,A=PSM yes & SWL Right Hand Drive & FDPSS yes & FDCSS no,,,,,,,,,,,,,,,,,
,,,,3=PSM no & SWL Right Hand Drive & FDPSS yes & FDCSS yes,,,,B=PSM yes & SWL Right Hand Drive & FDPSS yes & FDCSS yes,,,,,,,,,,,,,,,,,
,,,,4=PSM no & SWL Left Hand Drive & FDPSS no & FDCSS no,,,,C=PSM yes & SWL Left Hand Drive & FDPSS no & FDCSS no,,,,,,,,,,,,,,,,,
