7A7-01-01,*xxx,xxxx,xxxx,"Engine Type: 0=Gas, 4=HEV,  8=Diesel, C=PHEV",,
7A7-01-01,x*xx,xxxx,xxxx,"Region: 0=North America, 4=Europe, 8=Asia Pacific",,
7A7-01-01,xx*x,xxxx,xxxx,"Display: 0=no remote display, 6=touchscreen display, A=Centerstack display",,
7A7-01-01,xxxx,*xxx,xxxx,"Front Seats: 0=no climate controlled seats, 8=multiple setting Heated seats - integrated, C=Heated & Cooled seats - external",,
7A7-01-01,xxxx,x*xx,xxxx,"Start/Stop Button Strategy: 0=Vehicle not equipped with Start/Stop button, 1=Vehicle equipped with Start/Stop button",,
7A7-01-02,xxx*,xxxx,xxxx,"8=Heated steering wheel icon enable, 0=Heated steering wheel icon disabled",,lucas8888's findings
7A7-01-02,xxxx,xx*x,xxxx,"Heated Mirror Output Relay: 0=not active, 8=active",,
7A7-01-03,*xxx,xxxx,xxxx,Front Left-Hand Side Discharge Sensor - Panel (FLDSP) & Front Left-Hand Side Discharge Sensor - Floor (FLDSF),,
,,,,0=FLDSP not present & FLDSF not present,4=FLDSP present & FLDSF not present,
,,,,2=FLDSP not present & FLDSF present,6=FLDSP present & FLDSF present,
7A7-01-03,x*xx,xxxx,xxxx,Front Right-Hand Side Discharge Sensor - Panel (FRDSP) & Front Right-Hand Side Discharge Sensor - Floor (FRDSF),,
,,,,0=FRDSP not present & FRDSF not present,4=FRDSP present & FRDSF not present,
,,,,2=FRDSP not present & FRDSF present,6=FRDSP present & FRDSF present,
7A7-01-03,xxxx,**xx,xxxx,Front Heated Seats High Setting (degrees F converted to hex),,
7A7-01-03,xxxx,xx**,xxxx,Front Heated Seats Medium Setting (degrees F converted to hex),,
7A7-01-03,xxxx,xxxx,**xx,Front Heated Seats Low Setting (degrees F converted to hex),,
7A7-01-04,x*xx,,,"2015-2017s only: Snow Plow: 0=disabled, 1=enabled (need switch FL3Z-13D730-LA which is the hazard/plow)",,Gordy49913's findings
7A7-01-04,x*xx,,,2018-2019s: Voice Blower Limiting (VBL) & Eco Mode (EM) & Snow Plow Button/Strategy (SP) ,,
,,,,"0=VBL not supported, EM not supported, SP disabled","8=VBL supported, EM not supported, SP disabled",
,,,,"1=VBL not supported, EM not supported, SP enabled","9=VBL supported, EM not supported, SP enabled",
,,,,"2=VBL not supported, EM supported, SP disabled","A=VBL supported, EM supported, SP disabled",
,,,,"3=VBL not supported, EM supported, SP enabled","B=VBL supported, EM supported, SP enabled",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
7A7-02-01,****,****,**xx,VIN #,,
7A7-02-02,****,****,**xx,,,
7A7-02-03,****,****,**xx,,,
7A7-02-04,****,xx,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
